id|signer|raw_glosses|glosses|words
2020-04-13/017943-018095|Signer1|<MUMBLE> 餃子 做 <GARBAGE> 現在 環境 <MUMBLE> 貴 仍然 但是 要 喫 !|<MUMBLE> 餃子 做 現在 環境 <MUMBLE> 貴 仍然 但是 要 喫 |還有包餃子 現在這樣的環境當然貴 但都是要吃的
2020-04-13/018620-018798|Signer1|豬 運貨 錢 貴 這 誰 人 買 少 要 運貨 買 <MUMBLE> 減少 這 現在 困難 急 !|豬 運貨 錢 貴 這 誰 人 買 少 要 運貨 買 <MUMBLE> 減少 這 現在 困難 急 |豬肉檔主說來貨價錢貴 市民買少了 所以入貨亦少了一半 形容目前業界的情況是吊鹽水
2020-04-13/018819-019143|Signer1|<MUMBLE> 香港 買 負責 說 成交 賣 一 <MUMBLE> 重量 <MUMBLE> 四千+六百 嚴重 小 <MUMBLE> 貴 嚴重 <X> 關於 現在 買 不可以 <MUMBLE> 全部 <MUMBLE> 著急 !|<MUMBLE> 香港 買 負責 說 成交 賣 一 <MUMBLE> 重量 <MUMBLE> 四 千 六 百 嚴重 小 <MUMBLE> 貴 嚴重 <X> 關於 現在 買 不能 <MUMBLE> 全部 <MUMBLE> 著急 |有豬肉買手表示 近日拍賣價去到每擔4600元歷史高位 生意很難做 今天不知如何買 所以今日大家很鼓課人很焦急
2020-04-13/020523-020746|Signer1|食物+環境+衞生+屋(=食衛局) 回覆 這 <MUMBLE> 清走 消除 <MUMBLE> 減少 豬 傳染 病 機會 會 討論 <MUMBLE> 大陸 討論 仍然 會 <GARBAGE> <MUMBLE> 真 想 看 這 反思 如何 !|食物 環境 衞生 屋 回覆 這 <MUMBLE> 清走 消除 <MUMBLE> 減少 豬 傳染 病 機會 會 談 <MUMBLE> 內地 談 仍然 會 <MUMBLE> 真 想 看 這 反思 如何 |食衛局回應說 日日清可大大減低 本地豬隻染病機會 會與業界與內地保持溝通 反映業界意見
2020-04-13/021003-021331|Signer1|三+月 <MUMBLE> <X> 關於 現在 <MUMBLE> 現在 上升 急 防 病 工作 放鬆 不可以 <GARBAGE> 週日 新 增 病 十 本地 這 傳染 影響 <GARBAGE> 廣+東(=廣東) 三 <STOP> 黑+龍(=黑龍江) 七 !|三 月 <MUMBLE> <X> 關於 現在 <MUMBLE> 現在 上升 急 防 病 工作 放鬆 不能 週日 新 加 病 十 本地 這 傳染 影響 廣 東 三 <STOP> 黑 龍 七 |國家衛健委強調 內防反彈形勢嚴峻 防控工作不可鬆懈 周日新增的病例 有10宗屬本土感染 廣東有3宗黑龍江7宗
2020-04-13/021343-021576|Signer1|三+月+六(=三月六日) 全部 現在 再次 過 一百 完 <MUMBLE> 證明 肺+發炎(=肺炎) 這 地方 <MUMBLE> <X> 三+月+十一(=三月十一日) 裡面 日 最 高 !|三 月 六 全部 現在 再次 超 一 百 完 <MUMBLE> 証實 肺 發炎 這 地方 <MUMBLE> <X> 三 月 十 一 裡面 日 最 高 |是上月6日以來首次再突破過百宗確診 而本土病例亦創上月11日以來單日最高 國家衛健委強調1
2020-04-13/021587-021679|Signer1|衞生 委員 會 <X> 關於 上升 <MUMBLE> 急 !|衞生 委員 會 <X> 關於 上升 <MUMBLE> 急 |外防輸入內防反彈形勢嚴峻
2020-04-13/021763-021922|Signer1|包括 <BAD> 黑+龍(=黑龍江) 有 四+九(=四十九) 很多 甚麼 真 俄羅斯 這 <MUMBLE> 這 河 進入 進入 !|包括 <BAD> 黑 龍 有 四 九 多 甚麼 真 俄羅斯 這 <MUMBLE> 這 河 入 入 |其中黑龍江有49宗 大部分都是經 接壤俄羅斯的綏芬河口岸入境
2020-04-13/021934-022114|Signer1|上海 有 十一 <GARBAGE> 新聞 新 東京 <GARBAGE> <X> 九十 百分比 進入 哪裡 地方 這 俄羅斯 !|上海 有 十 一 新聞 新 東京 <X> 九 十 百分比 入 哪裡 地方 這 俄羅斯 |至於上海有11宗 新京報報道 九成的新增輸入病例 都是來自俄羅斯
2020-04-13/022794-022974|Signer1|不同 出入 證明 <MUMBLE> <GARBAGE> 限制 旅遊 探望 親戚 等等 朋友 探望 !|不同 出入 証實 <MUMBLE> 限制 旅遊 探望 親戚 等等 朋友 探望 |嚴格控制簽發各類邊境地區出入境證件 限制旅遊探親訪友等
2020-04-13/023086-023261|Signer1|不可以 真 出入 減少 計 監督 <GARBAGE> 之前 比較 下降 <MUMBLE> 下降 差不多 九十 百分比 !|不能 真 出入 減少 計算 監督 以前 比較 下降 <MUMBLE> 下降 差不多 九 十 百分比 |雙方邊民出入境人數 較以往大幅下降 已下降近九成
2020-04-13/023278-023531|Signer1|武漢 這 <MUMBLE> 健康 委員 宣佈 之前 三星期 加 新 四+四+七(=四百四十七) 這 頭暈 咳嗽 <BAD> 等等 沒有 肺+發炎(=肺炎) 有 另外 <MUMBLE> 轉 <MUMBLE> 證明 <MUMBLE> !|武漢 這 <MUMBLE> 健康 委員 說 以前 三 星期 加 新 四 四 七 這 頭暈 咳嗽 <BAD> 等等 沒 肺 發炎 有 另 <MUMBLE> 轉 <MUMBLE> 証實 <MUMBLE> |武漢市衛健委公布 過去三周新增447名無症狀感染者 僅一宗轉為確診病例
2020-04-13/023543-023781|Signer1|兩周 之前 有 研究 十四+萬(=十四萬) 重複 工作 重複 貿易 人 裡面 一+一+三(=一百一十三) 證明 肺 酸 有 <MUMBLE> !|兩 周 以前 有 研究 十 四 萬 重複 工作 重複 貿易 人 裡面 一 一 三 証實 肺 酸 有 <MUMBLE> |另外過去約兩星期 篩查逾14萬復工復產人士 其中113人的樣本 對核酸檢測呈陽性
2020-04-13/023858-024104|Signer1|日本 東京 <GARBAGE> 再次 加 九+一(=九十一) 人 <MUMBLE> 傳染 冠狀病毒+肺+發炎(=新冠肺炎) <GARBAGE> 大阪 計劃 跟 東京 <GARBAGE> 開始 停 貿易 生意 !|日本 東京 再次 加 九 一 人 <MUMBLE> 傳染 冠狀病毒 肺 發炎 大阪 計劃 跟 東京 開始 停 貿易 生意 |日本的東京都 再多91人感染新冠肺炎 大阪計劃效法東京 公布停業措施
2020-04-13/026622-026908|Signer1|印尼 中+爪(=中爪哇) 這 <X> 村 有 組 找 人 扮 鬼 <MUMBLE> 附近 <MUMBLE> 屋 裡面 留下 但是 <X> <MUMBLE> 影響 <BAD> 相反 誰 吸引 誰 去 <MUMBLE> 看 鬼 !|印尼 中 爪 這 <X> 村 有 組 找 人 扮 鬼 <MUMBLE> 附近 <MUMBLE> 屋 裡面 留下 但是 <X> <MUMBLE> 影響 <BAD> 相反 誰 吸引 誰 去 <MUMBLE> 看 鬼 |而在印尼中爪哇一個村落 有地方組織找人扮鬼 讓附近的街坊留在家中 但被批評造成反效果 反為吸引更多人外出湊熱鬧
2020-04-13/026992-027083|Signer1|世界 冠狀病毒+肺+發炎(=新冠肺炎) 現在 過 一百+八+五+萬(=一百八十五萬) !|世界 冠狀病毒 肺 發炎 現在 超 一 百 八 五 萬 |全球新冠肺炎病例逾185萬
2020-04-13/027316-027434|Signer1|英國 星期日 <MUMBLE> 新 加 七+三+七(=七百三十七) 人 傳染 肺+發炎(=肺炎) 死亡 !|英國 星期日 <MUMBLE> 新 加 七 三 七 人 傳染 肺 發炎 死亡 |英國周日新增737人 感染新冠肺炎死亡
2020-04-13/027922-028047|Signer1|世界 全部 多方合作 防 病 非常重要 要 !|世界 全部 多方合作 防 病 非常重要 要 |反映新冠病毒疫情有多嚴重 及全國上下團結抗疫的重要性
2020-04-13/028933-029045|Signer1|你們 努力 付出 犧牲 !|你們 努力 付出 犧牲 |你們正在付出及已付出的努力以及犧牲
2020-04-13/030522-030815|Signer1|<MUMBLE> 肺+發炎(=肺炎) 情況 <MUMBLE> 每日 足球 口罩 人 很多 <STOP> 踢足球 真 重要 甚麼 好+玩(=好玩) <MUMBLE> 全部 踢足球 真 全部 <MUMBLE> 選擇 要 <GARBAGE> 名字 最 強 選擇 人 !|<MUMBLE> 肺 發炎 情況 <MUMBLE> 每日 足球 口罩 人 多 <STOP> 踢足球 真 重要 甚麼 好 玩 <MUMBLE> 全部 踢足球 真 全部 <MUMBLE> 選 要 名字 最 強 選 人 |疫情下仍日日掛住踢波 好在戴口罩的人多了 踢球本身最緊要好玩 幾腳快樂足球 傳中最緊要識煉 拿斯迪錫最強煉人
2020-04-13/031290-031402|Signer1|用力轉彎 小 禁止 <STOP> <X> 幸好 繞過踢到球 真 !|用力轉彎 小 禁止 <STOP> <X> 幸好 繞過踢到球 真 |加旋轉彎入小禁區 剛好繞過守衛 原來腳徑撞入
2020-04-13/031414-031580|Signer1|真 十三 聯合 比賽 <GARBAGE> 之前 亞 第二 現在 第一 第二 <MUMBLE> 影響 輸 輸 第一 第二 !|真 十 三 聯合 比賽 以前 亞 第 二 現在 第 一 第 二 <MUMBLE> 影響 輸 輸 第 一 第 二 |巴迪連贏十三屆聯賽 上季屈居亞軍 今季開季再被兩度無情浪猛捲 連輸兩場
2020-04-13/031607-031792|Signer1|六+二+分鐘(=六十二分鐘) <MUMBLE> 角 球到附近 轉彎 <GARBAGE> 名字 這 猜不到 猜不到 <GARBAGE> 歐洲 這 經常 <MUMBLE> 重複 贏 !|六 二 分鐘 <MUMBLE> 角 球到附近 轉彎 名字 這 猜不到 猜不到 歐洲 這 經常 <MUMBLE> 重複 贏 |62分鐘角球直接彎入 尼卡切克也像難以置信 這支歐洲賽常客重回勝軌了
2020-04-13/031805-032158|Signer1|<MUMBLE> 大組 全部 <MUMBLE> 門 防守 <MUMBLE> 留意 沒有 開始 突然 踢入 <GARBAGE> 真 三 至 零 <MUMBLE> 聯合 比賽 第一 第二 贏 贏 贏 贏 真 十四 <MUMBLE> 位置 提升 變 黑暗 <MUMBLE> 全部 解決|<MUMBLE> 大組 全部 <MUMBLE> 門 防守 <MUMBLE> 留意 沒 開始 突然 踢入 真 三 至 零 <MUMBLE> 聯合 比賽 第 一 第 二 贏 贏 贏 贏 真 十 四 <MUMBLE> 位置 提升 變 黑暗 <MUMBLE> 全部 解決|前柱亂作一大團 門將視野未能見 突然入了 巴迪做好本份 贏明斯克30 聯賽兩連勝 由第14突破上第六位 戰勝黑暗
2020-04-13/032169-032470|Signer1|雲 很多 <X> 有時 乾 <GARBAGE> 差不多 <X> 不知道 陽光 溫度 一+八(=十八) 至 二+四(=二十四) <GARBAGE> 風 東 東+北(=東北) <GARBAGE> 之後 兩日 三日 <MUMBLE> 差不多 陽光 溫度 早上 晚上 差異大 !|雲 多 <X> 有時 乾 差不多 <X> 不知道 陽光 溫度 一 八 至 二 四 風 東 東 北 之後 兩 日 三 日 <MUMBLE> 差不多 陽光 溫度 早上 晚上 差異大 |大致多雲初時乾燥 明日短暫時間有陽光 氣溫介乎18至24度 吹和緩東至東北風 隨後兩三日大致天晴
2020-04-13/032502-032581|Signer1|現在 溫度 二+一(=二十一) 濕 百分比 四+六(=四十六) !|現在 溫度 二 一 濕 百分比 四 六 |
2020-04-14/000412-000776|Signer2|香港+澳門+<MUMBLE>(=港澳辦) 另外 中+聯合+<MUMBLE>(=中聯辦) 名字 誰 命名 罵 名字 <MUMBLE> 宣佈 <GARBAGE> 規則 這 跟 選擇 選擇 投票 <STOP> 名字 <GARBAGE> 譚 宣佈 有 這 工作 譯員 這 不對 這 要 譯員 去除 !|香港 澳門 <MUMBLE> 另 中 聯合 <MUMBLE> 名字 誰 命名 罵 名字 <MUMBLE> 說 規則 這 跟 選 選 投票 <STOP> 名字 譚 說 有 這 工作 譯員 這 不對 這 要 譯員 去除 |被港澳辦同中聯辦點名譴責的郭榮鏗說 一直跟議事規則 處理內會主席選舉 譚耀宗認為若議員失職 應考慮剝奪議員資格
2020-04-14/000831-000944|Signer2|香港 有權利的人 林+月(=林鄭月娥) 宣佈 <GARBAGE> 這 郭 譯員 打擾 打擾 內部 投票 這 證明|香港 有權利的人 林 月 說 這 郭 譯員 打擾 打擾 內部 投票 這 証實|林鄭月娥說 郭榮鏗等阻撓內會選舉 鐵證如山
2020-04-14/000967-001152|Signer2|<MUMBLE> 期待 給錢+委員+會(=財委會) 週五 要 <GARBAGE> 第二 基金 <GARBAGE> 防止 基金 批准 期待 要|<MUMBLE> 期待 給錢 委員 會 週 五 要 第 二 基金 防 基金 批准 期待 要|又說希望財委會周五通過 第二輪防疫抗疫基金撥款
2020-04-14/001175-001421|Signer2|香港 再次 加 肺+冠狀病毒(=新冠肺炎) 證明 加 三 <GARBAGE> <BAD> 很多 <MUMBLE> 外面 進入 導致 <GARBAGE> 三日 <MUMBLE> 計算 多少 上升 !|香港 再次 加 肺 冠狀病毒 証實 加 三 <BAD> 多 <MUMBLE> 外 入 導致 三 日 <MUMBLE> 計算 多少 上升 |本港再多三人確診新冠肺炎 全部是境外輸入個案 亦是連續三日錄得單位數增幅
2020-04-14/010017-010332|Signer2|香港+澳門+<MUMBLE>(=港澳辦) 中+聯合+<MUMBLE>(=中聯辦) 投訴 投訴 郭 譯員 另外 反對+組(=反對派) 譯員 <GARBAGE> 林+月(=林鄭月娥) <MUMBLE> 感覺 這 打擾 沒有 這 郭 譯員 <GARBAGE> 真 打擾 打擾 真 清楚 證明 有 !|香港 澳門 <MUMBLE> 中 聯合 <MUMBLE> 控告 控告 郭 譯員 另 反對 組 譯員 林 月 <MUMBLE> 感覺 這 打擾 沒 這 郭 譯員 真 打擾 打擾 真 清楚 証實 有 |對於港澳辦和中聯辦 批評郭榮鏗和反對派議員 行政長官林鄭月娥認為不存在干預 認為郭榮鏗阻撓議會正常運作 鐵證如山
2020-04-14/014460-014648|Signer2|年齡 五+三(=五十三) 這 美國 飛回 香港 病 模樣 沒有 <MUMBLE> 學校 研究 唾液 檢驗 發現 這 病 有 !|年齡 五 三 這 美國 飛回 香港 病 模樣 沒 <MUMBLE> 學校 研究 唾液 檢測 發現 這 病 有 |其中一名53歲男子從美國返港 在亞洲博覽館檢測深喉唾液樣本後 發現確診
2020-04-14/017394-017627|Signer2|警察 發現 嚴重 葉 葉 毒品 這 <BAD> 發現 病 好像 一 億 男+人(=男人) <BAD> 男 抓住 三 !|警察 發現 嚴重 葉 葉 毒品 這 <BAD> 發現 病 好像 一 億 男 人 <BAD> 男 抓住 三 |警方破獲歷來最大宗販運大麻案 檢獲約值一億元大麻花 拘捕三名男子
2020-04-14/017701-017965|Signer2|! 世界 病 病 肺 嚴重 美國 包括 <BAD> 紐約 州 指 指 地區 六 現在 準備 開始 計劃 這 特朗普 宣佈 這 裁定 決定| 世界 病 病 肺 嚴重 美國 包括 <BAD> 紐約 州 指 指 地區 六 現在 準備 開始 計劃 這 特朗普 說 這 裁定 決定|全球疫情最嚴重的美國 包括紐約等六個州 正制定重開經濟計劃 但特朗普表明由他拍板
2020-04-14/018765-019014|Signer2|另外 新聞 <GARBAGE> 警察 發現 至今為止 第一 毒品 葉 貨入境 這 全部 發現 有 一 億 大+葉+花(=大麻花) 男 抓住 三 !|另 新聞 警察 發現 至今為止 第 一 毒品 葉 貨入境 這 全部 發現 有 一 億 大 葉 花 男 抓住 三 |警方破獲歷來最大宗走私大麻入境案 檢獲約值一億元大麻花 拘捕三名男子
2020-04-14/021369-021631|Signer2|有 另外 有 男 抓住 年齡 四+一(=四十一) 至 五+六(=五十六) <GARBAGE> 另外 一 加拿大 <BAD> <MUMBLE> 華+人(=華人) 另外 這 有 兩 <MUMBLE> 老闆 這 貨 負責 這 人 抓住 抓住 !|有 另 有 男 抓住 年齡 四 一 至 五 六 另 一 加拿大 <BAD> <MUMBLE> 華 人 另 這 有 兩 <MUMBLE> 老闆 這 貨 負責 這 人 抓住 抓住 |41至56歲 包括一名加拿大籍華人 另外兩個本地人是貨櫃場東主及搬運工人
2020-04-14/022979-023145|Signer2|香港 信 現在 開始 <GARBAGE> 英國 美國 快速 貨 投遞 投遞 全部 服務 停止 !|香港 信 現在 開始 英國 美國 快速 貨 投遞 投遞 全部 服務 停 |香港郵政即日起 暫停寄往英國和美國的特快專遞服務
2020-04-14/025262-025422|Signer2|<BAD> 冠狀病毒+肺(=新冠肺炎) 現在 加 全部 一+九+二(=一百九十二) 萬 差不多 死 一+二(=十二) 萬 !|<BAD> 冠狀病毒 肺 現在 加 全部 一 九 二 萬 差不多 死亡 一 二 萬 |全球新冠肺炎病例增至逾192萬宗 近12萬人死亡
2020-04-15/000854-001188|Signer1|冠狀病毒+肺+炎症(=新冠肺炎) 最 嚴重 美國 政府+有權利的人(=總統) 特朗普 白+屋(=白宮) 做 記 訪問 宣佈 開始 <MUMBLE> 停止 世界+衞生(=世界衞生組織) 資助 <GARBAGE> 世界 爆發 爆發 爆發 宣佈 這 中國 假 消息 <GARBAGE> 導致 世界 擴散|冠狀病毒 肺 炎症 最 嚴重 美國 政府 有權利的人 特朗普 白 屋 做 記 訪問 說 開始 <MUMBLE> 停 世界 衞生 資助 世界 爆發 爆發 爆發 說 這 內地 假 消息 導致 世界 擴散|新冠肺炎疫情全球最嚴重的美國 總統特朗普在白宮記者會 宣布暫停向世界衛生組織撥款 批評世衛在疫情最初爆發時 宣揚中國發布的假訊息 令疫情全球擴散
2020-04-15/007673-007996|Signer1|但是 國家 衞生 研究 傳染 部 主要 監督 名字 福 <MUMBLE> 五+月(=五月) 經濟 重複 想 正面 過於 <GARBAGE> 真 美國 現在 監督 跟 無力 真 <GARBAGE> 放鬆 不可以 !|但是 國 衞生 研究 傳染 部 主要 監督 名字 福 <MUMBLE> 五 月 經濟 重複 想 正面 過於 真 美國 現在 監督 跟 無力 真 放鬆 不能 |不過國家衛生研究院傳染病部門主管福奇 直指五月重啟經濟是過分樂觀 又指美國檢測及追蹤新病例能力不足 未準備好放鬆防疫措施
2020-04-15/008146-008300|Signer1|中 聯合 主要+有權利的人(=主任) 名字 J 宣佈 香港 要 快 完善 保護 國家 中國 安全 規則 !|中 聯合 主要 有權利的人 名字 J 說 香港 要 快 完善 保護 國 內地 安全 規則 |中聯辦主任駱惠寧指 香港要盡快完善 維護國家安全制度
2020-04-15/008407-008612|Signer1|上 年 屯門 旗 中國 點火 起火 這 <BAD> 真 罰 這 要 罰 兩百+四十(=兩百四十) 小時 服務 !|上 年 屯門 旗 內地 點火 起火 這 <BAD> 真 懲罰 這 要 懲罰 兩 百 四 十 小時 服務 |去年在屯門燒國旗的男子 侮辱國旗罪成 判240小時社會服務令
2020-04-15/010646-010802|Signer1|這 遺漏 遺漏 重要 時間 <MUMBLE> 會 影響 <MUMBLE> 損害 保留 這 !|這 遺漏 遺漏 重要 時間 <MUMBLE> 會 影響 <MUMBLE> 損害 保留 這 |這個短板在關鍵時刻會成為致命的隱患
2020-04-15/011019-011119|Signer1|要 確定 確定 確定 <GARBAGE> 要 修改 開始 修改 !|要 確定 確定 確定 要 修改 開始 修改 |
2020-04-15/011133-011239|Signer1|以及 <MUMBLE> 改革 開始 要 <MUMBLE> 改革 <GARBAGE> 要 做 開始 做|以及 <MUMBLE> 改革 開始 要 <MUMBLE> 改革 要 做 開始 做|該遊的遊
2020-04-15/011910-012184|Signer1|想 法律 規則 <MUMBLE> <BAD> 真 <MUMBLE> 消除 <GARBAGE> 清走 完 但是 影響 這 要 國家 安全 <GARBAGE> 損害 全部 香港 福利 !|想 法 規則 <MUMBLE> <BAD> 真 <MUMBLE> 消除 清走 完 但是 影響 這 要 國 安全 損害 全部 香港 福利 |侵蝕法治的蟻穴得不到清除 摧毀的將是國家安全的大壩 損害的將是全體香港市民的福祉
2020-04-15/012209-012316|Signer1|行+政+有權利的人(=行政長官) 林+月(=林鄭月娥) 宣佈 香港 現在 有 規則 責任 保護 國家 安全 !|行 政 有權利的人 林 月 說 香港 現在 有 規則 責任 保護 國 安全 |行政長官林鄭月娥表示 香港有憲制責任維護國家安全
2020-04-15/012535-012662|Signer1|因為 這 <GARBAGE> <MUMBLE> 政府 堅持 保護 香港 自 全身 安全 穩定|因為 這 <MUMBLE> 政府 堅持 保護 香港 自 全身 安全 穩定|1因此特區政府堅定地維護 香港自身的安全和穩定
2020-04-15/012682-013033|Signer1|集中 香港 政府 負責 有 一樣 大陸 政府 負責 一樣 <GARBAGE> 國家 副+主要+有權利的人(=副主席) 之前 政府+有權利的人(=行政長官) 梁振英 <GARBAGE> 感覺 歸還 中國 完 英國 美國 利用 香港 反對 反對 誰 中國 影響 國家|集中 香港 政府 負責 有 一 樣 內地 政府 負責 一 樣 國 副 主要 有權利的人 以前 政府 有權利的人 梁振英 感覺 歸還 內地 完 英國 美國 利用 香港 反對 反對 誰 內地 影響 國|不單是對香港特別行政區負責 也是對中央人民政府負責 全國政協副主席前行政長官梁振英 則認為回歸後 英美利用香港反對派對抗中國 影響國家安全
2020-04-15/014157-014233|Signer1|<MUMBLE> 政府 <MUMBLE> 逃 不會 規則 二+三(=二十三) 責任|<MUMBLE> 政府 <MUMBLE> 逃跑 不 規則 二 三 責任|指特區政府不會逃避23條立法的責任
2020-04-15/014269-014507|Signer1|香港 <MUMBLE> 現在 未 <X> 基本+法(=基本法) 規則 二+三(=二十三) 放入 未 這 自己 責任 做 完成 未 <GARBAGE> 這 政府 這 <GARBAGE> 空 漏 這|香港 <MUMBLE> 現在 未 <X> 基本 法 規則 二 三 放入 未 這 自 責任 做 完成 未 這 政府 這 空 漏 這|當然香港未就基本法第23條立法 未履行憲制上的責任 這個是特區政府的一個空白
2020-04-15/015358-015449|Signer1|評論 部分 人 <MUMBLE> 暴力 借用 隱祕 口|評論 部分 人 <MUMBLE> 暴力 借用 隱祕 口|他又批評部分人為暴力行為找藉口
2020-04-15/018755-019074|Signer1|法官 感覺 這 有 想 自省 思考 這 表達 政府 不滿 不合理 方法 <GARBAGE> 接受 <MUMBLE> 衝動 著急 做 錯 懲罰 接受 二百+四十(=兩百四十) 小時 <GARBAGE> 時間 社+會(=社會) 服務 <X> 命令|法官 感覺 這 有 想 自省 思考 這 表達 政府 不滿 不合理 方法 接受 <MUMBLE> 衝動 著急 做 錯 懲罰 接受 二 百 四 十 小時 時間 社 會 服務 <X> 命令|裁判官認為被告有深刻反省 知道以焚燒國旗表達對政府不滿 並非恰當做法 接納被告是一時衝動犯案 判處被告接受240小時社會服務令
2020-04-15/019365-019703|Signer1|! 真 示範 <MUMBLE> 沙+田(=沙田) 另外 旗 <MUMBLE> 好像 扔掉 河 <GARBAGE> 懲罰 兩百 小時 社+會(=社會) 服務 命令 法律 再次 要+求(=要求) 懲罰 <MUMBLE> 坐牢 現在 <BAD> 等 再次 投訴| 真 示範 <MUMBLE> 沙 田 另 旗 <MUMBLE> 好像 扔掉 河 懲罰 兩 百 小時 社 會 服務 命令 法 再次 要 求 懲罰 <MUMBLE> 坐牢 現在 <BAD> 等 再次 控告|控方所指量刑指引 是沙田另一宗侮辱國旗案 被告將國旗地下城門河 被判200小時社會服務令 律政司提出覆核刑期 要求判處監禁 正等候上訴庭裁決
2020-04-15/021472-021568|Signer1|現在 溫度 <MUMBLE> 二+三(=二十三) 濕 百分比 六十六 !|現在 溫度 <MUMBLE> 二 三 濕 百分比 六 十 六 |
2020-04-16/000384-000652|Signer2|尖沙咀 樓 上 酒吧 負責 政府 文件 商業 禁止 這 不聽 <MUMBLE> 懲罰 坐牢 <MUMBLE> 七日 現在 至今為止 命令 文件 開始 第一 懲罰|尖沙咀 樓 上 酒吧 負責 政府 文件 商業 禁止 這 不聽 <MUMBLE> 懲罰 坐牢 <MUMBLE> 七 日 現在 至今為止 命令 文件 開始 第 一 懲罰|尖沙咀樓上酒吧負責人 違反禁令營業 判監七日 是禁令實施以來首宗判刑
2020-04-16/000699-000849|Signer2|香港 加 肺+冠狀病毒(=新冠肺炎) 證明 加 有 一 這 病 誰 英國 留下 學生|香港 加 肺 冠狀病毒 証實 加 有 一 這 病 誰 英國 留下 學生|本港多一宗確診新冠肺炎個案 患者是英國留學生
2020-04-16/006359-006561|Signer2|<STOP> 誰 人 說 名字(=人名) 說 投訴 說 警察+監督+會(=監警會) 要不要 再次 延遲 要不要 <GARBAGE> 這 不 反思 再次 等 再次 繼續 不 !|<STOP> 誰 人 說 名字 說 控告 說 警察 監督 會 要不要 再次 延遲 要不要 這 不 反思 再次 等 再次 繼續 不 |監警會是否需要再延遲公布報告 他稱不建議再等
2020-04-16/009039-009385|Signer2|政府 專門 病 房間 現在 肺 幫助 減少 <MUMBLE> 社+圈(=社區) 藥 <BAD> 主動 政府 可以 <BAD> 這 找我 可以 藥 可以 配合 配合 配合 <MUMBLE> 這 病+人(=病人) 自己 選擇 要不要 會 要 給錢|政府 專門 病 房間 現在 肺 幫 減少 <MUMBLE> 社 圈 藥 <BAD> 主動 政府 能 <BAD> 這 找我 能 藥 能 配合 配合 配合 <MUMBLE> 這 病 人 自 選 要不要 會 要 給錢|另外 政府專科門診因疫情減少服務 有社區藥房主動接觸當局 可以讓公立醫院病人找他們配藥 當局表示藥房需要收取費用 病人可自行選擇是否選用
2020-04-16/009425-009779|Signer2|日本 政府 新聞 <MUMBLE> 加 急 地方 大地方 點 點 變 全部 病 <MUMBLE> 肺 防止 新加坡 加 <BAD> 四百+四十(=四百四十) 全部 關於 國外 請 宿舍 屋 組|日本 政府 新聞 <MUMBLE> 加 急 地方 大地方 點 點 變 全部 病 <MUMBLE> 肺 防 新加坡 加 <BAD> 四 百 四 十 全部 關於 國外 請 宿舍 屋 組|日本政府據報決定擴大 進入緊急狀態的地區至全國 以遏止新冠肺炎疫情 新加坡新增另外0宗病例 新加坡新增超過440宗病例 大部分涉及外籍勞工宿舍群組
2020-04-16/009804-010128|Signer2|日本 這 服務 會 宣佈 日本 政府 現在 肺+冠狀病毒(=新冠肺炎) 情況 繼續 決定 急 地方 變 全部 要 先 聽 甚麼 委員 <MUMBLE> 聽 完 最後 宣佈|日本 這 服務 會 說 日本 政府 現在 肺 冠狀病毒 情況 繼續 決定 急 地方 變 全部 要 先 聽 甚麼 委員 <MUMBLE> 聽 完 最後 說|日本放送協會報道 日本政府因應新冠肺炎疫情持續 決定擴大進入緊急狀態的地區至全國 會先聽取諮詢委員會的意見 再正式公布有關決定
2020-04-16/015612-015815|Signer2|考試+評估+屋(=考評局) 如果 肺 文憑 考試 取消 這 <X> 部分 病 這 考試 評估 安排 有 不同 會|考試 評估 屋 如果 肺 文憑 考試 取消 這 <X> 部分 病 這 考試 評估 安排 有 不同 會|考評局指若因疫情取消文憑試 與個別考生因病不能考試 評分安排有不同
2020-04-16/015910-016120|Signer2|美國 計 過 六+三(=六十三) 萬 新+冠狀病毒+肺(=新冠肺炎) 證明 有 <GARBAGE> 紐約 大地方 說 全部 <GARBAGE> 去 外面 要 戴口罩 要 !|美國 計算 超 六 三 萬 新 冠狀病毒 肺 証實 有 紐約 大地方 說 全部 去 外 要 戴口罩 要 |美國累計超過63萬宗新冠肺炎病例 紐約州要求民眾
2020-04-16/016651-016822|Signer2|請看 請看|請看 請看|在公眾地方戴口罩
2020-04-16/016873-017052|Signer2|情況 投票 請看 請看 請看|情況 投票 請看 請看 請看|
2020-04-16/020525-020793|Signer2|學生 考試 宣佈 文憑 考試 如果 延期 <MUMBLE> 自己 寫 分數 <MUMBLE> 變 影響 會 有 學校+官+有權利的人(=校長) 說 以前 文憑 考試 這 評估 這 真 不公平 !|學生 考試 說 文憑 考試 如果 延後 <MUMBLE> 自 寫 分數 <MUMBLE> 變 影響 會 有 學校 官 有權利的人 說 以前 文憑 考試 這 評估 這 真 不公平 |有考生擔心文憑試若再延期會影響表現 亦有校長認為 以學校過往文憑試表現等 來評估考生成績不公平
